P17248	P17248.3	CGI_10002698	0.0
P17248	P17248.3	CGI_10002812	0.0
P17267	P17267.2	CGI_10024851	3e-10
P17276	P17276.3	CGI_10016307	0.0
P17276	P17276.3	CGI_10022088	1e-164
P17278	P17278.1	CGI_10026565	2e-30
P17336	P17336.2	CGI_10016257	0.0
P17342	P17342.2	CGI_10000714	3e-07
P17342	P17342.2	CGI_10003117	2e-07
P17342	P17342.2	CGI_10006349	3e-23
P17342	P17342.2	CGI_10009989	1e-30
P17342	P17342.2	CGI_10023996	6e-16
P17342	P17342.2	CGI_10023998	2e-14
P17371	P17371.1	CGI_10000083	2e-07
P17437	P17437.2	CGI_10004024	7e-19
P17439	P17439.1	CGI_10005801	3e-83
P17439	P17439.1	CGI_10008675	5e-58
P17454	P17454.2	CGI_10021418	2e-09
P17560	P17560.2	CGI_10023377	5e-147
P17644	P17644.1	CGI_10017946	7e-34
P17644	P17644.1	CGI_10018400	4e-40
P17644	P17644.1	CGI_10018758	1e-61
P17644	P17644.1	CGI_10018759	3e-58
P17644	P17644.1	CGI_10021702	1e-64
P17666	P17666.1	CGI_10028306	6e-101
P17694	P17694.2	CGI_10009185	0.0
P17787	P17787.1	CGI_10020707	7e-51
P17787	P17787.1	CGI_10025600	4e-39
P17789	P17789.2	CGI_10003411	1e-06
P17861	P17861.2	CGI_10005262	3e-29
P17861	P17861.2	CGI_10005445	3e-29
P17900	P17900.4	CGI_10012121	1e-11
P17900	P17900.4	CGI_10018864	2e-32
P17970	P17970.2	CGI_10015571	5e-83
P17970	P17970.2	CGI_10015572	1e-113
P17970	P17970.2	CGI_10016772	1e-38
P17970	P17970.2	CGI_10021525	1e-29
P17970	P17970.2	CGI_10021526	9e-26
P17971	P17971.2	CGI_10020179	0.0
P17971	P17971.2	CGI_10020181	5e-36
P17971	P17971.2	CGI_10028111	2e-08
P17972	P17972.1	CGI_10006678	5e-38
P17972	P17972.1	CGI_10009031	2e-86
P17972	P17972.1	CGI_10009032	1e-61
P17972	P17972.1	CGI_10010533	5e-92
P17972	P17972.1	CGI_10012386	1e-36
P17972	P17972.1	CGI_10013197	0.0
P17972	P17972.1	CGI_10013944	1e-29
P17972	P17972.1	CGI_10019183	2e-56
P17972	P17972.1	CGI_10020038	4e-47
P17972	P17972.1	CGI_10021882	1e-91
P17972	P17972.1	CGI_10024412	2e-08
P17972	P17972.1	CGI_10024413	2e-59
P17972	P17972.1	CGI_10027342	1e-128
P17988	P17988.1	CGI_10020947	6e-20
P18075	P18075.1	CGI_10018454	8e-85
P18075	P18075.1	CGI_10026937	4e-30
P18085	P18085.3	CGI_10019414	8e-18
P18091	P18091.2	CGI_10003110	0.0
P18101	P18101.2	CGI_10008493	4e-88
P18106	P18106.3	CGI_10001321	1e-32
P18106	P18106.3	CGI_10017071	3e-20
P18106	P18106.3	CGI_10018029	4e-155
P18106	P18106.3	CGI_10024204	4e-77
P18106	P18106.3	CGI_10024205	7e-69
P18111	P18111.2	CGI_10023003	1e-42
P18117	P18117.1	CGI_10028547	3e-103
P18142	P18142.3	CGI_10001190	7e-92
P18142	P18142.3	CGI_10021348	5e-57
P18146	P18146.1	CGI_10022978	7e-68
P18163	P18163.1	CGI_10007209	0.0
P18168	P18168.3	CGI_10001324	3e-07
P18172	P18172.4	CGI_10001500	1e-44
P18172	P18172.4	CGI_10005751	7e-118
P18172	P18172.4	CGI_10007098	8e-97
P18172	P18172.4	CGI_10007345	2e-101
P18172	P18172.4	CGI_10009336	8e-51
P18172	P18172.4	CGI_10010579	1e-70
P18172	P18172.4	CGI_10023928	4e-75
P18172	P18172.4	CGI_10024712	2e-74
P18173	P18173.3	CGI_10005114	9e-119
P18173	P18173.3	CGI_10020528	3e-33
P18292	P18292.1	CGI_10009615	2e-26
P18293	P18293.2	CGI_10011947	3e-175
P18293	P18293.2	CGI_10013117	1e-156
P18293	P18293.2	CGI_10014057	3e-143
P18293	P18293.2	CGI_10023313	5e-57
P18418	P18418.1	CGI_10001798	2e-49
P18426	P18426.1	CGI_10009574	2e-27
P18426	P18426.1	CGI_10010837	1e-27
P18426	P18426.1	CGI_10010838	1e-32
P18428	P18428.3	CGI_10021420	3e-35
P18433	P18433.2	CGI_10004209	1e-13
P18433	P18433.2	CGI_10008918	4e-07
P18433	P18433.2	CGI_10015758	6e-07
P18433	P18433.2	CGI_10023514	3e-14
P18445	P18445.3	CGI_10013084	2e-76
P18461	P18461.1	CGI_10024850	8e-35
P18503	P18503.1	CGI_10000772	3e-07
P18503	P18503.1	CGI_10000819	2e-08
P18503	P18503.1	CGI_10002606	2e-08
P18503	P18503.1	CGI_10002851	3e-09
P18503	P18503.1	CGI_10006050	2e-08
P18503	P18503.1	CGI_10007348	4e-07
P18503	P18503.1	CGI_10009443	9e-09
P18503	P18503.1	CGI_10011164	1e-09
P18503	P18503.1	CGI_10011226	7e-10
P18503	P18503.1	CGI_10011242	5e-07
P18503	P18503.1	CGI_10012547	3e-08
P18503	P18503.1	CGI_10013856	4e-07
P18503	P18503.1	CGI_10013857	9e-10
P18503	P18503.1	CGI_10013858	7e-06
P18503	P18503.1	CGI_10013860	9e-06
P18503	P18503.1	CGI_10014692	3e-09
P18503	P18503.1	CGI_10014840	3e-09
P18503	P18503.1	CGI_10015186	3e-08
P18503	P18503.1	CGI_10015602	3e-06
P18503	P18503.1	CGI_10016481	2e-06
P18503	P18503.1	CGI_10016482	6e-08
P18503	P18503.1	CGI_10018185	3e-07
P18503	P18503.1	CGI_10018187	3e-09
P18503	P18503.1	CGI_10018585	7e-10
P18503	P18503.1	CGI_10020057	7e-08
P18503	P18503.1	CGI_10020058	2e-06
P18503	P18503.1	CGI_10021496	3e-09
P18503	P18503.1	CGI_10022103	2e-20
P18503	P18503.1	CGI_10022581	3e-07
P18503	P18503.1	CGI_10023451	6e-09
P18503	P18503.1	CGI_10023452	4e-06
P18503	P18503.1	CGI_10026803	1e-07
P18503	P18503.1	CGI_10027249	8e-09
P18503	P18503.1	CGI_10028269	5e-08
P18654	P18654.2	CGI_10010627	3e-11
P18700	P18700.1	CGI_10008567	7e-113
P18715	P18715.1	CGI_10004875	7e-50
P18715	P18715.1	CGI_10015023	7e-46
P18729	P18729.1	CGI_10027329	2e-53
P18735	P18735.1	CGI_10007107	1e-40
P18735	P18735.1	CGI_10018289	9e-13
P18737	P18737.1	CGI_10027208	6e-21
P18738	P18738.1	CGI_10012112	7e-10
P18738	P18738.1	CGI_10028596	7e-08
P18741	P18741.1	CGI_10010973	2e-13
P18741	P18741.1	CGI_10028394	4e-13
P18751	P18751.1	CGI_10004750	1e-11
P18754	P18754.1	CGI_10021514	3e-138
P18756	P18756.1	CGI_10026665	1e-65
P18841	P18841.1	CGI_10002781	1e-16
P18887	P18887.2	CGI_10023307	4e-87
P18910	P18910.1	CGI_10011174	3e-49
P18910	P18910.1	CGI_10016686	9e-80
P18910	P18910.1	CGI_10017478	2e-137
P18910	P18910.1	CGI_10017676	4e-143
P18948	P18948.5	CGI_10021817	1e-57
P19021	P19021.2	CGI_10013887	1e-39
P19073	P19073.2	CGI_10019570	9e-68
P19179	P19179.1	CGI_10004058	6e-29
P19205	P19205.2	CGI_10013820	1e-80
P19217	P19217.1	CGI_10003909	4e-20
P19217	P19217.1	CGI_10004188	9e-32
P19217	P19217.1	CGI_10010727	3e-43
P19217	P19217.1	CGI_10012782	1e-27
P19217	P19217.1	CGI_10015136	2e-41
P19217	P19217.1	CGI_10020542	9e-61
P19218	P19218.1	CGI_10011382	3e-12
P19218	P19218.1	CGI_10027793	1e-17
P19225	P19225.1	CGI_10021711	8e-68
P192	P19275	CGI_10027830	6e-07
P19327	P19327.1	CGI_10002869	9e-48
P19327	P19327.1	CGI_10008776	8e-11
P19351	P19351.3	CGI_10017461	2e-27
P19359	P19359.1	CGI_10017650	9e-16
P19370	P19370.1	CGI_10001121	4e-39
P19374	P19374.2	CGI_10008057	4e-59
P19401	P19401.1	CGI_10023945	6e-08
P19468	P19468.2	CGI_10018391	0.0
P19477	P19477.1	CGI_10002370	3e-35
P19477	P19477.1	CGI_10003302	1e-40
P19477	P19477.1	CGI_10020017	1e-39
P19477	P19477.1	CGI_10020135	1e-59
P19477	P19477.1	CGI_10020880	4e-29
P19477	P19477.1	CGI_10020881	2e-50
P19477	P19477.1	CGI_10022340	3e-56
P19483	P19483.1	CGI_10024501	0.0
P19493	P19493.1	CGI_10027013	1e-35
P19536	P19536.1	CGI_10003981	3e-12
P19600	P19600.1	CGI_10009846	7e-14
P19623	P19623.1	CGI_10002040	2e-147
P19623	P19623.1	CGI_10007126	6e-106
P19754	P19754.1	CGI_10003542	8e-131
P19827	P19827.3	CGI_10003224	4e-06
P19965	P19965.2	CGI_10002755	6e-38
P19971	P19971.2	CGI_10027618	1e-20
P19971	P19971.2	CGI_10027619	5e-124
P19984	P19984.3	CGI_10009028	3e-20
P19999	P19999.1	CGI_10018813	2e-11
P20004	P20004.4	CGI_10020381	0.0
P20072	P20072.2	CGI_10001126	5e-87
P20072	P20072.2	CGI_10021863	2e-119
P20072	P20072.2	CGI_10022552	2e-70
P20072	P20072.2	CGI_10028229	3e-30
P20073	P20073.3	CGI_10019493	5e-81
P20239	P20239.1	CGI_10025649	1e-10
P20241	P20241.2	CGI_10002881	2e-146
P20241	P20241.2	CGI_10015920	2e-24
P20241	P20241.2	CGI_10017299	1e-24
P20241	P20241.2	CGI_10019471	1e-21
P20241	P20241.2	CGI_10023359	3e-130
P20241	P20241.2	CGI_10023518	3e-24
P20273	P20273.2	CGI_10011629	1e-07
P20273	P20273.2	CGI_10014893	6e-09
P20273	P20273.2	CGI_10018926	1e-11
P20273	P20273.2	CGI_10027315	6e-11
P20351	P20351.1	CGI_10011195	1e-132
P20397	P20397.3	CGI_10004474	2e-24
P20478	P20478.3	CGI_10015425	0.0
P20481	P20481.2	CGI_10000034	2e-08
P20481	P20481.2	CGI_10011745	5e-14
P20483	P20483.2	CGI_10014009	2e-59
P20483	P20483.2	CGI_10017477	4e-57
P20483	P20483.2	CGI_10021006	5e-51
P20483	P20483.2	CGI_10025804	9e-51
P20483	P20483.2	CGI_10027993	1e-57
P20585	P20585.4	CGI_10010668	0.0
P20594	P20594.1	CGI_10001297	1e-143
P20594	P20594.1	CGI_10003032	0.0
P20594	P20594.1	CGI_10004768	2e-136
P20594	P20594.1	CGI_10009901	2e-165
P20594	P20594.1	CGI_10011173	3e-178
P20594	P20594.1	CGI_10022364	4e-115
P20645	P20645.1	CGI_10019056	6e-09
P20664	P20664.1	CGI_10008498	1e-165
P20693	P20693.1	CGI_10005567	9e-12
P20693	P20693.1	CGI_10011670	4e-09
P20693	P20693.1	CGI_10015759	3e-11
P20693	P20693.1	CGI_10015830	3e-16
P20693	P20693.1	CGI_10019212	2e-21
P20700	P20700.2	CGI_10017195	6e-107
P20735	P20735.1	CGI_10018218	1e-154
P20740	P20740.3	CGI_10023721	4e-44
P20742	P20742.4	CGI_10006874	7e-158
P20749	P20749.2	CGI_10025374	5e-39
P20771	P20771.1	CGI_10000545	4e-28
P20771	P20771.1	CGI_10022967	3e-30
P20785	P20785.1	CGI_10012006	3e-19
P20816	P20816.2	CGI_10012014	3e-99
P20849	P20849.3	CGI_10024583	9e-52
P20905	P20905.1	CGI_10025194	5e-80
P20911	P20911.1	CGI_10012582	1e-67
P20918	P20918.3	CGI_10005857	3e-38
P20918	P20918.3	CGI_10012351	1e-40
P20918	P20918.3	CGI_10016447	8e-12
P20918	P20918.3	CGI_10020124	1e-28
P20936	P20936.1	CGI_10017213	8e-159
P20965	P20965.3	CGI_10009395	1e-163
P21127	P21127.3	CGI_10025852	0.0
P21138	P21138.1	CGI_10003785	3e-06
P21158	P21158.1	CGI_10005558	1e-16
P21163	P21163.2	CGI_10015126	2e-06
P21213	P21213.1	CGI_10013777	4e-17
P21265	P21265.2	CGI_10024111	0.0
P21333	P21333.4	CGI_10009092	4e-92
P21333	P21333.4	CGI_10012231	0.0
P21333	P21333.4	CGI_10026966	4e-91
P21369	P21369.1	CGI_10012895	2e-42
P21369	P21369.1	CGI_10014709	3e-34
P21439	P21439.2	CGI_10002457	0.0
P21439	P21439.2	CGI_10002558	0.0
P21439	P21439.2	CGI_10015979	4e-09
P21520	P21520.3	CGI_10009405	1e-44
P21520	P21520.3	CGI_10027637	7e-23
P21548	P21548.1	CGI_10013452	3e-10
P21548	P21548.1	CGI_10013453	3e-10
P21548	P21548.1	CGI_10026685	8e-06
P21551	P21551.1	CGI_10017080	1e-137
P21575	P21575.2	CGI_10012376	6e-81
P21575	P21575.2	CGI_10020770	0.0
P21588	P21588.1	CGI_10004752	6e-165
P21613	P21613.1	CGI_10002014	5e-29
P21613	P21613.1	CGI_10021409	4e-40
P21613	P21613.1	CGI_10021410	0.0
P21613	P21613.1	CGI_10021411	4e-10
P21675	P21675.2	CGI_10018077	0.0
P21757	P21757.1	CGI_10022828	5e-10
P21775	P21775.2	CGI_10007277	2e-54
P21775	P21775.2	CGI_10007279	1e-70
P21783	P21783.3	CGI_10001980	1e-23
P21783	P21783.3	CGI_10005838	3e-38
P21783	P21783.3	CGI_10006809	3e-38
P21783	P21783.3	CGI_10009494	4e-39
P21783	P21783.3	CGI_10010564	0.0
P21783	P21783.3	CGI_10013454	0.0
P21783	P21783.3	CGI_10026388	1e-15
P21783	P21783.3	CGI_10027960	8e-35
P21837	P21837.1	CGI_10023915	4e-85
P21839	P21839.2	CGI_10011089	0.0
P21894	P21894.1	CGI_10028856	0.0
P21917	P21917.2	CGI_10016712	4e-08
P21927	P21927.1	CGI_10019559	4e-62
P21941	P21941.1	CGI_10004890	7e-22
P21941	P21941.1	CGI_10018429	2e-45
P21956	P21956.3	CGI_10015187	7e-42
P22031	P22031.1	CGI_10002405	4e-14
P22031	P22031.1	CGI_10004045	2e-10
P22031	P22031.1	CGI_10018405	1e-10
P22031	P22031.1	CGI_10018408	9e-14
P22031	P22031.1	CGI_10018409	9e-12
P22031	P22031.1	CGI_10018412	2e-14
P22033	P22033.4	CGI_10009501	0.0
P22105	P22105.3	CGI_10010465	2e-13
P22105	P22105.3	CGI_10013281	3e-18
P22125	P22125.1	CGI_10004722	1e-50
P22129	P22129.1	CGI_10021368	3e-114
P22182	P22182.1	CGI_10014862	8e-73
P22232	P22232.1	CGI_10023956	1e-134
P22274	P22274.4	CGI_10003937	8e-40
P22274	P22274.4	CGI_10003938	1e-17
P22274	P22274.4	CGI_10003939	3e-48
P22274	P22274.4	CGI_10008027	3e-72
P22288	P22288.1	CGI_10006767	9e-68
P22292	P22292.3	CGI_10007140	1e-135
P22411	P22411.3	CGI_10018522	1e-125
P22439	P22439.3	CGI_10020655	8e-104
P22488	P22488.2	CGI_10010873	6e-117
P22570	P22570.3	CGI_10019176	1e-136
P22648	P22648.2	CGI_10021644	6e-53
P22674	P22674.2	CGI_10025838	2e-35
P22695	P22695.3	CGI_10005784	1e-47
P22699	P22699.1	CGI_10005703	4e-45
P22717	P22717.1	CGI_10009317	1e-86
P22717	P22717.1	CGI_10011858	2e-91
P22717	P22717.1	CGI_10020486	1e-72
P22726	P22726.2	CGI_10006607	2e-160
P22760	P22760.5	CGI_10022846	6e-57
P22793	P22793.2	CGI_10007632	2e-13
P22793	P22793.2	CGI_10020783	7e-06
P22793	P22793.2	CGI_10023442	2e-15
P22817	P22817.4	CGI_10018507	0.0
P22892	P22892.3	CGI_10018951	0.0
P22897	P22897.1	CGI_10001189	2e-16
P22897	P22897.1	CGI_10002756	3e-47
P22897	P22897.1	CGI_10010245	2e-38
P22897	P22897.1	CGI_10018516	5e-26
P22897	P22897.1	CGI_10020264	3e-146
P22897	P22897.1	CGI_10025847	1e-41
P22907	P22907.2	CGI_10011973	4e-124
P22984	P22984.2	CGI_10008898	2e-41
P22984	P22984.2	CGI_10022174	7e-123
P23038	P23038.3	CGI_10000066	6e-08
P23038	P23038.3	CGI_10003519	7e-09
P23038	P23038.3	CGI_10012042	2e-12
P23038	P23038.3	CGI_10021194	1e-08
P23038	P23038.3	CGI_10021196	3e-08
P23098	P23098.1	CGI_10005381	0.0
P23098	P23098.1	CGI_10007325	2e-18
P23206	P23206.1	CGI_10011837	2e-10
P23286	P23286.2	CGI_10006480	8e-19
P23286	P23286.2	CGI_10013204	2e-23
P23286	P23286.2	CGI_10013421	8e-23
P23330	P23330.1	CGI_10024112	0.0
P23342	P23342.1	CGI_10023927	1e-55
P23352	P23352.3	CGI_10003665	5e-10
P23377	P23377.1	CGI_10013398	0.0
P23414	P23414.1	CGI_10018388	2e-23
P23416	P23416.1	CGI_10001715	4e-81
P23416	P23416.1	CGI_10007461	1e-101
P23416	P23416.1	CGI_10007462	2e-37
P23416	P23416.1	CGI_10011658	7e-94
P23416	P23416.1	CGI_10012915	3e-76
P23416	P23416.1	CGI_10026130	1e-84
P23469	P23469.1	CGI_10002469	8e-53
P23469	P23469.1	CGI_10013573	1e-14
P23471	P23471.4	CGI_10001597	2e-43
P23471	P23471.4	CGI_10010062	1e-26
P23471	P23471.4	CGI_10013473	6e-17
P23471	P23471.4	CGI_10023314	3e-25
P23508	P23508.2	CGI_10002620	3e-160
P23514	P23514.1	CGI_10023024	0.0
P23576	P23576.1	CGI_10015019	2e-90
P23606	P23606.1	CGI_10001530	3e-125
P23610	P23610.2	CGI_10022040	8e-40
P23634	P23634.2	CGI_10005307	1e-41
P23634	P23634.2	CGI_10023684	0.0
P23687	P23687.1	CGI_10020463	0.0
P23758	P23758.3	CGI_10012686	8e-49
P23790	P23790.1	CGI_10019446	1e-61
P23811	P23811.1	CGI_10017559	2e-66
P23818	P23818.1	CGI_10008168	7e-148
P23819	P23819.3	CGI_10003728	3e-34
P23824	P23824.1	CGI_10013217	1e-67
P23876	P23876.1	CGI_10000162	1e-159
P23878	P23878.2	CGI_10002006	2e-152
P23880	P23880.1	CGI_10013947	4e-51
P23913	P23913.1	CGI_10025955	1e-148
P23919	P23919.4	CGI_10003877	1e-30
P23919	P23919.4	CGI_10003878	3e-33
P23953	P23953.4	CGI_10007410	1e-74
P24014	P24014.2	CGI_10005421	5e-13
P24014	P24014.2	CGI_10012818	0.0
P24014	P24014.2	CGI_10016293	1e-09
P24014	P24014.2	CGI_10020175	4e-11
P24043	P24043.4	CGI_10022675	0.0
P24044	P24044.4	CGI_10000607	7e-09
P24044	P24044.4	CGI_10018012	2e-19
P24044	P24044.4	CGI_10023459	7e-35
P24051	P24051.3	CGI_10004762	1e-50
P24140	P24140.1	CGI_10005266	3e-154
P24140	P24140.1	CGI_10025377	1e-153
P24155	P24155.4	CGI_10015155	0.0
P24155	P24155.4	CGI_10015156	0.0
P24156	P24156.2	CGI_10024931	6e-91
P24174	P24174.3	CGI_10001944	0.0
P24175	P24175.1	CGI_10001945	0.0
P24207	P24207.1	CGI_10001998	0.0
P24367	P24367.1	CGI_10013880	1e-78
P24367	P24367.1	CGI_10024274	8e-73
P24367	P24367.1	CGI_10027458	1e-55
P24369	P24369.2	CGI_10023851	1e-50
P24386	P24386.3	CGI_10004874	5e-141
P24392	P24392.1	CGI_10027504	4e-68
P24399	P24399.2	CGI_10014166	4e-48
P24399	P24399.2	CGI_10022423	5e-33
P24399	P24399.2	CGI_10023104	3e-43
P24456	P24456.2	CGI_10026132	7e-10
P24461	P24461.1	CGI_10007149	4e-83
P24470	P24470.2	CGI_10022128	1e-110
P24470	P24470.2	CGI_10028309	8e-92
P24507	P24507.1	CGI_10023929	5e-55
P24528	P24528.3	CGI_10007083	1e-31
P24528	P24528.3	CGI_10020863	1e-30
P24541	P24541.1	CGI_10008226	3e-11
P24541	P24541.1	CGI_10008227	1e-13
P24603	P24603.1	CGI_10010338	2e-07
P24643	P24643.3	CGI_10003633	0.0
P24733	P24733.1	CGI_10022093	0.0
P24733	P24733.1	CGI_10025109	0.0
P24733	P24733.1	CGI_10025110	2e-116
P24735	P24735.2	CGI_10004032	4e-11
P24775	P24775.2	CGI_10007514	9e-07
P24781	P24781.1	CGI_10018059	6e-136
P24861	P24861.1	CGI_10023760	2e-157
P24862	P24862.1	CGI_10008514	1e-53
P24862	P24862.1	CGI_10020673	9e-167
P24928	P24928.2	CGI_10021948	0.0
P25021	P25021.1	CGI_10027696	5e-11
P25021	P25021.1	CGI_10028760	8e-16
P25023	P25023.4	CGI_10003278	2e-10
P25067	P25067.2	CGI_10002101	4e-09
P25067	P25067.2	CGI_10002102	2e-08
P25067	P25067.2	CGI_10003934	3e-09
P25067	P25067.2	CGI_10012844	5e-09
P25067	P25067.2	CGI_10015544	1e-08
P25067	P25067.2	CGI_10016424	1e-09
P25067	P25067.2	CGI_10022405	3e-09
P25067	P25067.2	CGI_10022632	2e-09
P25067	P25067.2	CGI_10022633	8e-08
P25067	P25067.2	CGI_10024034	9e-10
P25067	P25067.2	CGI_10024606	5e-06
P25071	P25071.3	CGI_10004114	6e-24
P25071	P25071.3	CGI_10015180	9e-41
P25094	P25094.1	CGI_10005080	3e-09
P25104	P25104.1	CGI_10002831	7e-22
P25107	P25107.2	CGI_10005404	9e-72
P25108	P25108.1	CGI_10024456	9e-49
P25117	P25117.2	CGI_10002556	1e-19
P25118	P25118.1	CGI_10019984	3e-07
P25119	P25119.1	CGI_10013090	1e-09
P25153	P25153.2	CGI_10015505	8e-54
P25169	P25169.1	CGI_10016743	3e-06
P25228	P25228.1	CGI_10021960	5e-133
P25291	P25291.1	CGI_10003998	8e-13
P25291	P25291.1	CGI_10016127	5e-12
P25318	P25318.2	CGI_10021449	4e-09
P25318	P25318.2	CGI_10021869	3e-07
P25325	P25325.3	CGI_10009926	1e-20
P25386	P25386.2	CGI_10006662	4e-31
P25386	P25386.2	CGI_10006895	2e-20
P25386	P25386.2	CGI_10013589	6e-11
P25386	P25386.2	CGI_10015717	4e-24
P25386	P25386.2	CGI_10017922	2e-40
P25386	P25386.2	CGI_10020079	9e-09
P25407	P25407.1	CGI_10028800	2e-13
P25407	P25407.1	CGI_10028834	1e-21
P25490	P25490.2	CGI_10027862	3e-109
P25660	P25660.1	CGI_10011369	9e-17
P25660	P25660.1	CGI_10020112	2e-15
P25666	P25666.2	CGI_10002991	2e-14
P25666	P25666.2	CGI_10006309	4e-06
P25666	P25666.2	CGI_10021326	4e-09
P25712	P25712.1	CGI_10023207	1e-06
P25785	P25785.2	CGI_10000226	5e-07
P25789	P25789.1	CGI_10023329	1e-92
P25867	P25867.1	CGI_10007222	8e-86
P25867	P25867.1	CGI_10021366	5e-76
P25916	P25916.1	CGI_10020503	2e-31
P25929	P25929.1	CGI_10002571	1e-37
P25931	P25931.2	CGI_10004373	6e-34
P25931	P25931.2	CGI_10009811	6e-47
P25931	P25931.2	CGI_10017230	3e-35
P25931	P25931.2	CGI_10017233	1e-77
P25931	P25931.2	CGI_10022486	6e-47
P25931	P25931.2	CGI_10025197	1e-27
P26007	P26007.1	CGI_10013155	2e-111
P26043	P26043.3	CGI_10017309	0.0
P26153	P26153.1	CGI_10014716	4e-39
P26183	P26183.1	CGI_10020997	9e-48
P26221	P26221.2	CGI_10001281	7e-124
P26221	P26221.2	CGI_10005414	6e-54
P26221	P26221.2	CGI_10019743	6e-89
P26232	P26232.5	CGI_10024442	0.0
P26258	P26258.1	CGI_10010033	6e-10
P26270	P26270.6	CGI_10009677	3e-151
P26305	P26305.1	CGI_10003656	1e-05
P26433	P26433.1	CGI_10004684	3e-131
P26439	P26439.2	CGI_10016334	8e-50
P26446	P26446.2	CGI_10021822	4e-14
P26446	P26446.2	CGI_10027569	0.0
P26496	P26496.1	CGI_10001685	9e-154
P26591	P26591.1	CGI_10000488	6e-34
P26591	P26591.1	CGI_10005695	6e-159
P26591	P26591.1	CGI_10013610	7e-28
P26591	P26591.1	CGI_10025072	8e-39
P26640	P26640.4	CGI_10005888	0.0
P26652	P26652.2	CGI_10000389	3e-17
P26652	P26652.2	CGI_10020628	8e-19
P26652	P26652.2	CGI_10020629	3e-22
P26670	P26670.1	CGI_10024264	7e-28
P26697	P26697.2	CGI_10021543	1e-13
P26697	P26697.2	CGI_10021544	3e-44
P26714	P26714.1	CGI_10013184	9e-162
P26927	P26927.2	CGI_10002401	1e-35
P27046	P27046.2	CGI_10001229	3e-39
P27046	P27046.2	CGI_10015488	8e-19
P27046	P27046.2	CGI_10019664	2e-101
P27048	P27048.1	CGI_10004413	2e-65
P27048	P27048.1	CGI_10017925	3e-62
P27076	P27076.2	CGI_10015046	9e-43
P27080	P27080.1	CGI_10025401	1e-121
P27085	P27085.1	CGI_10007986	4e-44
P27089	P27089.1	CGI_10011724	1e-62
P27115	P27115.1	CGI_10007726	3e-152
P27169	P27169.3	CGI_10014696	5e-10
P27169	P27169.3	CGI_10022343	9e-53
P27214	P27214.1	CGI_10009816	1e-85
P27365	P27365.2	CGI_10008476	3e-46
P27426	P27426.1	CGI_10011565	6e-07
P27446	P27446.3	CGI_10002921	8e-112
P27447	P27447.3	CGI_10008929	0.0
P27465	P27465.2	CGI_10004397	3e-96
P27473	P27473.1	CGI_10011183	6e-27
P27482	P27482.2	CGI_10015782	1e-13
P27485	P27485.2	CGI_10007515	1e-06
P27512	P27512.3	CGI_10002984	2e-20
P27600	P27600.3	CGI_10020412	1e-162
P27641	P27641.4	CGI_10024074	2e-148
P27657	P27657.1	CGI_10023931	5e-28
P27674	P27674.1	CGI_10014361	7e-129
P27674	P27674.1	CGI_10027842	1e-107
P27694	P27694.2	CGI_10016097	0.0
P27697	P27697.1	CGI_10001142	5e-73
P27987	P27987.5	CGI_10014079	2e-125
P28020	P28020.2	CGI_10009680	0.0
P28024	P28024.2	CGI_10014715	5e-99
P28166	P28166.2	CGI_10007234	8e-32
P28175	P28175.1	CGI_10004670	9e-08
P28192	P28192.3	CGI_10022110	5e-07
P28203	P28203.1	CGI_10013572	4e-12
P28222	P28222.1	CGI_10002777	1e-18
P28249	P28249.2	CGI_10001957	0.0
P28271	P28271.3	CGI_10001851	0.0
P28331	P28331.3	CGI_10021398	0.0
P28336	P28336.2	CGI_10025172	3e-19
P28340	P28340.2	CGI_10007383	0.0
P28345	P28345.2	CGI_10027264	2e-32
P28562	P28562.3	CGI_10028329	4e-24
P28582	P28582.2	CGI_10007412	2e-06
P28606	P28606.2	CGI_10022459	4e-101
P28651	P28651.5	CGI_10004698	5e-27
P28660	P28660.2	CGI_10017534	0.0
P28668	P28668.2	CGI_10017186	0.0
P28741	P28741.2	CGI_10003598	4e-16
P28799	P28799.2	CGI_10005248	2e-148
P28818	P28818.1	CGI_10019637	5e-20
P28824	P28824.1	CGI_10003833	2e-08
P28827	P28827.2	CGI_10007567	3e-93
P28827	P28827.2	CGI_10025970	2e-34
P28828	P28828.2	CGI_10018870	9e-124
P28828	P28828.2	CGI_10020888	1e-45
P28828	P28828.2	CGI_10022427	4e-52
P28828	P28828.2	CGI_10025753	1e-102
P28840	P28840.1	CGI_10003367	0.0
P29030	P29030.1	CGI_10024466	6e-10
P29066	P29066.1	CGI_10017760	7e-110
P29074	P29074.1	CGI_10025636	6e-141
P29084	P29084.1	CGI_10025824	2e-96
P29144	P29144.4	CGI_10005825	0.0
P29147	P29147.2	CGI_10009966	2e-61
P29172	P29172.3	CGI_10015121	2e-43
P29190	P29190.1	CGI_10014916	0.0
P29240	P29240.1	CGI_10016310	2e-132
P29274	P29274.2	CGI_10017950	9e-27
P29375	P29375.3	CGI_10007771	0.0
P29503	P29503.2	CGI_10005937	2e-107
P29508	P29508.2	CGI_10011627	2e-79
P29508	P29508.2	CGI_10022647	3e-91
P29508	P29508.2	CGI_10022648	8e-89
P29590	P29590.3	CGI_10017495	1e-13
P29590	P29590.3	CGI_10017739	5e-19
P29590	P29590.3	CGI_10022744	3e-11
P29590	P29590.3	CGI_10027289	1e-08
P29590	P29590.3	CGI_10027990	3e-09
