chr	geneID	genes.start	genes.end	MI.start	MI.end	overlap	length	GOSlim	DML.overlaps
scaffold43500	CGI_10010623	231155	239451	231289	240340	8161	9051	RNA metabolism	0
scaffold237	CGI_10021574	221874	256381	231301	232231	929	930	signal transduction	0
scaffold237	CGI_10021574	221874	256381	231301	232231	929	930	cell cycle and proliferation	0
scaffold237	CGI_10021574	221874	256381	231301	232231	929	930	cell organization and biogenesis	0
scaffold237	CGI_10021574	221874	256381	231301	232231	929	930	developmental processes	0
scaffold237	CGI_10021574	221874	256381	231301	232231	929	930	stress response	0
scaffold237	CGI_10021574	221874	256381	231301	232231	929	930	protein metabolism	0
scaffold237	CGI_10021574	221874	256381	231301	232231	929	930	DNA metabolism	0
scaffold1362	CGI_10023934	196782	238172	231339	231850	510	511	cell organization and biogenesis	0
scaffold1362	CGI_10023934	196782	238172	231339	231850	510	511	developmental processes	0
scaffold1352	CGI_10018415	225048	231379	231346	232458	32	1112	cell cycle and proliferation	0
scaffold1352	CGI_10018415	225048	231379	231346	232458	32	1112	developmental processes	0
scaffold1352	CGI_10018415	225048	231379	231346	232458	32	1112	other metabolic processes	0
scaffold1352	CGI_10018415	225048	231379	231346	232458	32	1112	RNA metabolism	0
scaffold1352	CGI_10018415	225048	231379	231346	232458	32	1112	DNA metabolism	0
scaffold1897	CGI_10020917	190471	249775	231390	232024	633	634	signal transduction	0
scaffold1897	CGI_10020917	190471	249775	231390	232024	633	634	transport	0
scaffold1897	CGI_10020917	190471	249775	231390	232024	633	634	cell-cell signaling	0
scaffold1241	CGI_10016431	230364	272061	231420	232598	1177	1178	cell organization and biogenesis	0
scaffold1241	CGI_10016431	230364	272061	231420	232598	1177	1178	developmental processes	0
scaffold1241	CGI_10016431	230364	272061	231420	232598	1177	1178	transport	0
scaffold37068	CGI_10002225	11128	25304	23147	25299	2151	2152	developmental processes	0
scaffold37068	CGI_10002225	11128	25304	23147	25299	2151	2152	cell organization and biogenesis	0
scaffold37068	CGI_10002225	11128	25304	23147	25299	2151	2152	transport	0
scaffold157	CGI_10021237	230295	238678	231573	232430	856	857	other metabolic processes	0
scaffold447	CGI_10014226	227416	236726	231621	232242	620	621	other metabolic processes	0
scaffold1870	CGI_10013186	193062	240883	231671	232534	862	863	cell organization and biogenesis	0
scaffold1870	CGI_10013186	193062	240883	231671	232534	862	863	developmental processes	0
scaffold1870	CGI_10013186	193062	240883	231671	232534	862	863	death	0
scaffold1870	CGI_10013186	193062	240883	231671	232534	862	863	cell cycle and proliferation	0
scaffold1870	CGI_10013186	193062	240883	231671	232534	862	863	other metabolic processes	0
scaffold1870	CGI_10013186	193062	240883	231671	232534	862	863	RNA metabolism	0
scaffold1870	CGI_10013186	193062	240883	231671	232534	862	863	stress response	0
scaffold1870	CGI_10013186	193062	240883	231671	232534	862	863	cell adhesion	0
scaffold1870	CGI_10013186	193062	240883	231671	232534	862	863	signal transduction	0
scaffold1870	CGI_10013186	193062	240883	231671	232534	862	863	cell-cell signaling	0
scaffold1834	CGI_10016661	232115	232586	231682	241410	471	9728	signal transduction	0
scaffold1834	CGI_10016661	232115	232586	231682	241410	471	9728	RNA metabolism	0
scaffold1834	CGI_10016661	232115	232586	231682	241410	471	9728	death	0
scaffold1834	CGI_10016661	232115	232586	231682	241410	471	9728	transport	0
scaffold1834	CGI_10016661	232115	232586	231682	241410	471	9728	stress response	0
scaffold1834	CGI_10016661	232115	232586	231682	241410	471	9728	developmental processes	0
scaffold1834	CGI_10016661	232115	232586	231682	241410	471	9728	protein metabolism	0
scaffold1834	CGI_10016661	232115	232586	231682	241410	471	9728	cell organization and biogenesis	0
scaffold1834	CGI_10016662	233320	247930	231682	241410	8090	9728	protein metabolism	0
scaffold1834	CGI_10016662	233320	247930	231682	241410	8090	9728	other metabolic processes	0
scaffold1834	CGI_10016662	233320	247930	231682	241410	8090	9728	RNA metabolism	0
scaffold1108	CGI_10021968	231754	246089	231715	233465	1711	1750	other metabolic processes	0
scaffold737	CGI_10014314	207639	239787	231743	233274	1530	1531	other metabolic processes	0
scaffold733	CGI_10025868	227504	233338	231764	232339	574	575	cell organization and biogenesis	0
scaffold733	CGI_10025868	227504	233338	231764	232339	574	575	transport	0
scaffold733	CGI_10025868	227504	233338	231764	232339	574	575	other metabolic processes	0
scaffold101	CGI_10021640	225746	246261	231833	232450	616	617	other metabolic processes	0
scaffold655	CGI_10014955	225207	258283	231839	232422	582	583	transport	0
scaffold655	CGI_10014955	225207	258283	231839	232422	582	583	cell organization and biogenesis	0
scaffold274	CGI_10017022	214711	232751	231896	232794	854	898	cell-cell signaling	0
scaffold274	CGI_10017022	214711	232751	231896	232794	854	898	transport	0
scaffold42558	CGI_10007216	20720	28764	23190	23778	587	588	protein metabolism	0
scaffold1391	CGI_10016942	224174	240232	231924	232690	765	766	other metabolic processes	0
scaffold347	CGI_10021787	231355	265361	231929	233245	1315	1316	cell organization and biogenesis	0
scaffold347	CGI_10021787	231355	265361	231929	233245	1315	1316	developmental processes	0
scaffold347	CGI_10021787	231355	265361	231929	233245	1315	1316	cell cycle and proliferation	0
scaffold578	CGI_10015121	219133	234193	231997	232796	798	799	cell organization and biogenesis	0
scaffold578	CGI_10015121	219133	234193	231997	232796	798	799	transport	0
scaffold578	CGI_10015121	219133	234193	231997	232796	798	799	developmental processes	0
scaffold1710	CGI_10022348	219176	247557	232068	244509	12440	12441	transport	0
scaffold1710	CGI_10022348	219176	247557	232068	244509	12440	12441	stress response	0
scaffold722	CGI_10012201	213107	274814	232142	233428	1285	1286	cell cycle and proliferation	0
scaffold722	CGI_10012201	213107	274814	232142	233428	1285	1286	protein metabolism	0
scaffold722	CGI_10012201	213107	274814	232142	233428	1285	1286	signal transduction	0
scaffold713	CGI_10017746	221983	245346	232204	233094	889	890	cell organization and biogenesis	0
scaffold713	CGI_10017746	221983	245346	232204	233094	889	890	RNA metabolism	0
scaffold713	CGI_10017746	221983	245346	232204	233094	889	890	protein metabolism	0
scaffold165	CGI_10015326	223444	232812	232237	232777	539	540	developmental processes	0
scaffold165	CGI_10015326	223444	232812	232237	232777	539	540	RNA metabolism	0
scaffold165	CGI_10015326	223444	232812	232237	232777	539	540	cell organization and biogenesis	0
scaffold557	CGI_10017968	231316	247225	232280	233013	732	733	protein metabolism	0
scaffold557	CGI_10017968	231316	247225	232280	233013	732	733	stress response	0
scaffold557	CGI_10017968	231316	247225	232280	233013	732	733	developmental processes	0
scaffold208	CGI_10010034	214456	243221	232294	234423	2128	2129	transport	0
scaffold1324	CGI_10018391	232720	253865	232328	234395	1675	2067	RNA metabolism	0
scaffold1324	CGI_10018391	232720	253865	232328	234395	1675	2067	stress response	0
scaffold1324	CGI_10018391	232720	253865	232328	234395	1675	2067	other metabolic processes	0
scaffold1324	CGI_10018391	232720	253865	232328	234395	1675	2067	death	0
scaffold1324	CGI_10018391	232720	253865	232328	234395	1675	2067	cell organization and biogenesis	0
scaffold1324	CGI_10018391	232720	253865	232328	234395	1675	2067	protein metabolism	0
scaffold43574	CGI_10010882	230613	242715	232334	232849	514	515	cell organization and biogenesis	0
scaffold43574	CGI_10010882	230613	242715	232334	232849	514	515	cell cycle and proliferation	0
scaffold43574	CGI_10010882	230613	242715	232334	232849	514	515	developmental processes	0
scaffold186	CGI_10012615	224356	240570	232340	233004	663	664	DNA metabolism	0
scaffold186	CGI_10012615	224356	240570	232340	233004	663	664	developmental processes	0
scaffold186	CGI_10012615	224356	240570	232340	233004	663	664	RNA metabolism	0
scaffold186	CGI_10012615	224356	240570	232340	233004	663	664	cell cycle and proliferation	0
scaffold186	CGI_10012615	224356	240570	232340	233004	663	664	cell organization and biogenesis	0
scaffold186	CGI_10012616	224585	255140	232340	233004	663	664	transport	0
scaffold186	CGI_10012616	224585	255140	232340	233004	663	664	cell cycle and proliferation	0
scaffold186	CGI_10012616	224585	255140	232340	233004	663	664	developmental processes	0
scaffold44098	CGI_10017709	231384	242695	232437	233376	938	939	transport	0
scaffold44098	CGI_10017709	231384	242695	232437	233376	938	939	cell organization and biogenesis	0
scaffold44098	CGI_10017709	231384	242695	232437	233376	938	939	RNA metabolism	0
scaffold44098	CGI_10017709	231384	242695	232437	233376	938	939	cell cycle and proliferation	0
scaffold44098	CGI_10017709	231384	242695	232437	233376	938	939	stress response	0
scaffold44098	CGI_10017709	231384	242695	232437	233376	938	939	death	0
scaffold44098	CGI_10017709	231384	242695	232437	233376	938	939	signal transduction	0
scaffold44098	CGI_10017709	231384	242695	232437	233376	938	939	protein metabolism	0
scaffold44098	CGI_10017709	231384	242695	232437	233376	938	939	developmental processes	0
scaffold1865	CGI_10013544	222891	259212	232606	233155	548	549	transport	0
scaffold1865	CGI_10013544	222891	259212	232606	233155	548	549	signal transduction	0
scaffold1865	CGI_10013544	222891	259212	232606	233155	548	549	protein metabolism	0
scaffold655	CGI_10014955	225207	258283	232610	233896	1285	1286	transport	0
scaffold655	CGI_10014955	225207	258283	232610	233896	1285	1286	cell organization and biogenesis	0
scaffold237	CGI_10021574	221874	256381	232624	233141	516	517	signal transduction	0
scaffold237	CGI_10021574	221874	256381	232624	233141	516	517	cell cycle and proliferation	0
scaffold237	CGI_10021574	221874	256381	232624	233141	516	517	cell organization and biogenesis	0
scaffold237	CGI_10021574	221874	256381	232624	233141	516	517	developmental processes	0
scaffold237	CGI_10021574	221874	256381	232624	233141	516	517	stress response	0
scaffold237	CGI_10021574	221874	256381	232624	233141	516	517	protein metabolism	0
scaffold237	CGI_10021574	221874	256381	232624	233141	516	517	DNA metabolism	0
scaffold787	CGI_10011650	219328	253031	232717	233619	901	902	cell cycle and proliferation	0
scaffold787	CGI_10011650	219328	253031	232717	233619	901	902	cell organization and biogenesis	0
scaffold1070	CGI_10004515	24069	39987	23278	24431	362	1153	stress response	0
scaffold1070	CGI_10004515	24069	39987	23278	24431	362	1153	DNA metabolism	0
scaffold101	CGI_10021640	225746	246261	232789	237487	4697	4698	other metabolic processes	0
scaffold1272	CGI_10008304	18792	24869	23289	25013	1579	1724	developmental processes	0
scaffold1272	CGI_10008304	18792	24869	23289	25013	1579	1724	other metabolic processes	0
scaffold1272	CGI_10008304	18792	24869	23289	25013	1579	1724	RNA metabolism	0
scaffold617	CGI_10012733	227743	233473	232897	233723	575	826	other metabolic processes	0
scaffold885	CGI_10025187	23517	43424	23290	23968	451	678	transport	0
scaffold885	CGI_10025187	23517	43424	23290	23968	451	678	cell cycle and proliferation	0
scaffold885	CGI_10025187	23517	43424	23290	23968	451	678	RNA metabolism	0
scaffold885	CGI_10025187	23517	43424	23290	23968	451	678	developmental processes	0
scaffold885	CGI_10025187	23517	43424	23290	23968	451	678	cell organization and biogenesis	0
scaffold672	CGI_10021030	218410	236780	232931	233899	967	968	cell cycle and proliferation	0
scaffold672	CGI_10021030	218410	236780	232931	233899	967	968	developmental processes	0
scaffold621	CGI_10017672	127381	238205	232938	233841	902	903	death	0
scaffold621	CGI_10017672	127381	238205	232938	233841	902	903	signal transduction	0
scaffold621	CGI_10017672	127381	238205	232938	233841	902	903	cell cycle and proliferation	0
scaffold621	CGI_10017672	127381	238205	232938	233841	902	903	RNA metabolism	0
scaffold621	CGI_10017672	127381	238205	232938	233841	902	903	developmental processes	0
scaffold621	CGI_10017672	127381	238205	232938	233841	902	903	cell organization and biogenesis	0
scaffold449	CGI_10010965	218941	241658	232938	233927	988	989	protein metabolism	0
scaffold449	CGI_10010965	218941	241658	232938	233927	988	989	cell organization and biogenesis	0
scaffold449	CGI_10010966	233595	234479	232938	233927	332	989	other metabolic processes	0
scaffold1870	CGI_10013186	193062	240883	233078	257023	7804	23945	cell organization and biogenesis	0
scaffold1870	CGI_10013186	193062	240883	233078	257023	7804	23945	developmental processes	0
scaffold1870	CGI_10013186	193062	240883	233078	257023	7804	23945	death	0
scaffold1870	CGI_10013186	193062	240883	233078	257023	7804	23945	cell cycle and proliferation	0
scaffold1870	CGI_10013186	193062	240883	233078	257023	7804	23945	other metabolic processes	0
scaffold1870	CGI_10013186	193062	240883	233078	257023	7804	23945	RNA metabolism	0
scaffold1870	CGI_10013186	193062	240883	233078	257023	7804	23945	stress response	0
scaffold1870	CGI_10013186	193062	240883	233078	257023	7804	23945	cell adhesion	0
scaffold1870	CGI_10013186	193062	240883	233078	257023	7804	23945	signal transduction	0
scaffold1870	CGI_10013186	193062	240883	233078	257023	7804	23945	cell-cell signaling	0
scaffold1870	CGI_10013187	245218	249893	233078	257023	4675	23945	RNA metabolism	0
scaffold1870	CGI_10013187	245218	249893	233078	257023	4675	23945	developmental processes	0
scaffold1870	CGI_10013187	245218	249893	233078	257023	4675	23945	stress response	0
scaffold1870	CGI_10013187	245218	249893	233078	257023	4675	23945	protein metabolism	0
scaffold1870	CGI_10013187	245218	249893	233078	257023	4675	23945	DNA metabolism	0
scaffold1870	CGI_10013189	252518	259633	233078	257023	4505	23945	transport	0
scaffold1217	CGI_10010003	224631	235578	233086	233969	882	883	RNA metabolism	0
scaffold1228	CGI_10016988	228394	247686	233104	233644	539	540	stress response	0
scaffold1228	CGI_10016988	228394	247686	233104	233644	539	540	developmental processes	0
scaffold1228	CGI_10016988	228394	247686	233104	233644	539	540	transport	0
scaffold1228	CGI_10016988	228394	247686	233104	233644	539	540	signal transduction	0
scaffold1354	CGI_10014938	215870	241076	233109	233754	644	645	other metabolic processes	0
scaffold1354	CGI_10014938	215870	241076	233109	233754	644	645	developmental processes	0
scaffold44064	CGI_10016764	217164	234293	233121	236798	1171	3677	other metabolic processes	0
scaffold1704	CGI_10010174	221503	251055	233140	234969	1828	1829	protein metabolism	0
scaffold508	CGI_10011205	220341	255087	233185	234286	1100	1101	protein metabolism	0
scaffold508	CGI_10011205	220341	255087	233185	234286	1100	1101	developmental processes	0
scaffold508	CGI_10011205	220341	255087	233185	234286	1100	1101	cell organization and biogenesis	0
scaffold508	CGI_10011205	220341	255087	233185	234286	1100	1101	other metabolic processes	0
scaffold508	CGI_10011205	220341	255087	233185	234286	1100	1101	transport	0
scaffold43574	CGI_10010882	230613	242715	233195	233752	556	557	developmental processes	1
scaffold43574	CGI_10010882	230613	242715	233195	233752	556	557	cell organization and biogenesis	1
scaffold43574	CGI_10010882	230613	242715	233195	233752	556	557	cell cycle and proliferation	1
scaffold412	CGI_10018565	231898	235447	233229	234802	1572	1573	other metabolic processes	0
scaffold43552	CGI_10011025	232728	237831	233250	234442	1191	1192	developmental processes	0
scaffold43552	CGI_10011025	232728	237831	233250	234442	1191	1192	cell organization and biogenesis	0
scaffold578	CGI_10015121	219133	234193	233264	233892	627	628	cell organization and biogenesis	0
scaffold578	CGI_10015121	219133	234193	233264	233892	627	628	transport	0
scaffold578	CGI_10015121	219133	234193	233264	233892	627	628	developmental processes	0
scaffold43446	CGI_10010409	229237	241277	233280	234049	768	769	other metabolic processes	0
scaffold43446	CGI_10010410	232295	237181	233280	234049	768	769	other metabolic processes	0
scaffold1897	CGI_10020917	190471	249775	233314	234221	906	907	signal transduction	0
scaffold1897	CGI_10020917	190471	249775	233314	234221	906	907	transport	0
scaffold1897	CGI_10020917	190471	249775	233314	234221	906	907	cell-cell signaling	0
